GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,GRADE
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12,8.857142857,15.18367347,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.5,18.85714286,32.32653061,C
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,2.857142857,4.897959184,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.5,21.71428571,37.2244898,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.63,8.285714286,14.20408163,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.5,24.85714286,42.6122449,B+
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.5,7.285714286,12.48979592,C+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,9,19.28571429,33.06122449,B+
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10.5,21.14285714,36.24489796,C+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,14.28571429,24.48979592,A-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5.88,4.142857143,7.102040816,D
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,2.857142857,4.897959184,A
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,13,16.71428571,28.65306122,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.5,14,24,B+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.5,1,1.714285714,B+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8,31.42857143,53.87755102,B
MALE,20,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.5,13.28571429,22.7755102,B+
FEMALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5.25,12.42857143,21.30612245,C
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.75,15.71428571,26.93877551,C
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8.5,16.85714286,28.89795918,B-
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12,16.42857143,28.16326531,B+
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.25,11,18.85714286,B
FEMALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,6.13,7.714285714,13.2244898,C
MALE,25,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.88,7.428571429,12.73469388,B-
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.25,10.14285714,17.3877551,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.5,10.28571429,17.63265306,B
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12,16.14285714,27.67346939,B
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13.38,26.28571429,45.06122449,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.75,9.428571429,16.16326531,A-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.25,10.71428571,18.36734694,C
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10,9.571428571,16.40816327,B-
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13.38,45.57142857,78.12244898,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.5,12.85714286,22.04081633,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,34.14285714,58.53061224,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,0.857142857,1.469387755,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13.5,12.71428571,21.79591837,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.25,7,12,B-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,17.28571429,29.63265306,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13,14.71428571,25.2244898,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11,20.85714286,35.75510204,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8.5,14.71428571,25.2244898,D+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13.5,18.57142857,31.83673469,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,15.28571429,26.20408163,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.75,11.57142857,19.83673469,A-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.13,14.85714286,25.46938776,B-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,3.285714286,5.632653061,A
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,3.88,10.42857143,17.87755102,F
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10,20.85714286,35.75510204,B
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13,9.142857143,15.67346939,A
MALE,20,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9,14.85714286,25.46938776,B
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,0,14.42857143,24.73469388,F
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8,18.42857143,31.59183673,D
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,4.63,16,27.42857143,C
FEMALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5,24.71428571,42.36734694,C-
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.5,18.28571429,31.34693878,A-
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,5.13,5.285714286,9.06122449,C
MALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,13.5,31.57142857,54.12244898,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.75,19.71428571,33.79591837,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.75,10.85714286,18.6122449,C
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,1.714285714,2.93877551,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10,16.42857143,28.16326531,B-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10,19.85714286,34.04081633,C+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,17.14285714,29.3877551,A
MALE,22,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,13.38,25.85714286,44.32653061,A
FEMALE,22,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,15,20.85714286,35.75510204,A
MALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.13,8.285714286,14.20408163,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.88,12.28571429,21.06122449,A-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13,18.28571429,31.34693878,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13,9,15.42857143,A
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,10,13.57142857,23.26530612,B
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.5,20.85714286,35.75510204,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9,4.571428571,7.836734694,B
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14.5,19,32.57142857,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10.25,3.428571429,5.87755102,A-
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14.75,13,22.28571429,A-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8.13,3.714285714,6.367346939,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,9.38,5.571428571,9.551020408,B+
FEMALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.5,23.71428571,40.65306122,B
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7,11.57142857,19.83673469,C+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.25,6.142857143,10.53061224,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.25,16.28571429,27.91836735,B+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.75,22.14285714,37.95918367,B+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5,25.71428571,44.08163265,C
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11,16.71428571,28.65306122,B-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.5,45.28571429,77.63265306,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,2.571428571,4.408163265,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,23,39.42857143,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.5,20.14285714,34.53061224,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.5,18.85714286,32.32653061,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,19.28571429,33.06122449,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.5,1.285714286,2.204081633,B
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.75,26.71428571,45.79591837,C
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9,1.285714286,2.204081633,B
MALE,20,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.25,10.57142857,18.12244898,C+
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.13,18.14285714,31.10204082,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,15.71428571,26.93877551,A-
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.5,5.142857143,8.816326531,A-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14.25,19.42857143,33.30612245,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,13.57142857,23.26530612,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11,21.71428571,37.2244898,B+
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11,16.14285714,27.67346939,B-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,0,16.14285714,27.67346939,D+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,17.28571429,29.63265306,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13.25,50.85714286,87.18367347,A-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13,1.571428571,2.693877551,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,6.857142857,11.75510204,B
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.25,31.42857143,53.87755102,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11,10.57142857,18.12244898,C+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11,16.57142857,28.40816327,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12,34.57142857,59.26530612,A-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,9.285714286,15.91836735,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.5,17.71428571,30.36734694,A-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13,23.28571429,39.91836735,B+
MALE,22,SOMALIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.25,14,24,D+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,1.571428571,2.693877551,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.25,21.57142857,36.97959184,B+
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.5,36.85714286,63.18367347,A-
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11,4.285714286,7.346938776,B
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14.75,16.71428571,28.65306122,A
MALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8.25,7,12,B
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,1.428571429,2.448979592,A
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,10,22.71428571,38.93877551,A-
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,20.28571429,34.7755102,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11,12.71428571,21.79591837,B+
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,1.428571429,2.448979592,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.5,27.42857143,47.02040816,A-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12,11.42857143,19.59183673,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,9.88,7.142857143,12.24489796,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,13,22.28571429,A
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.5,8.714285714,14.93877551,B-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,9.428571429,16.16326531,B+
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,9.714285714,16.65306122,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.25,23,39.42857143,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,28.85714286,49.46938776,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10.63,6.285714286,10.7755102,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,6.5,4.857142857,8.326530612,C
MALE,21,EGYPT,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.75,13.14285714,22.53061224,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13.63,10.42857143,17.87755102,A
MALE,26,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.75,15.71428571,26.93877551,B
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.38,6.571428571,11.26530612,B
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.5,26.42857143,45.30612245,B-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,1,21.71428571,37.2244898,D
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13,12.14285714,20.81632653,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.5,2.142857143,3.673469388,C+
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.25,16.57142857,28.40816327,B+
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,14,24,D+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,26,44.57142857,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,9.142857143,15.67346939,A
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.5,16.14285714,27.67346939,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.5,8.428571429,14.44897959,B
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,11.71428571,20.08163265,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.5,15.57142857,26.69387755,C+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,15,25.85714286,44.32653061,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,8,12.42857143,21.30612245,C
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8.25,18.42857143,31.59183673,D+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.75,23.42857143,40.16326531,B
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.5,13.57142857,23.26530612,B-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,6,26.14285714,44.81632653,D
MALE,24,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,3.5,24.57142857,42.12244898,C
MALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,3.5,17.28571429,29.63265306,C
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,6,15,25.71428571,F
MALE,21,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5,14.42857143,24.73469388,C-
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,2.857142857,4.897959184,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13.13,3.571428571,6.12244898,A
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.5,2.571428571,4.408163265,B+
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,14.5,9,15.42857143,A-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,8,14.14285714,24.24489796,B-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,8.142857143,13.95918367,A-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13.5,11.42857143,19.59183673,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.25,46.14285714,79.10204082,A-
MALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13,9.428571429,16.16326531,B
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,9,13.71428571,23.51020408,B
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.88,18.42857143,31.59183673,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,15,25.71428571,D+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,11.28571429,19.34693878,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.13,17.14285714,29.3877551,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,14.42857143,24.73469388,C+
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13.5,34.85714286,59.75510204,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.75,28.42857143,48.73469388,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,8.88,7.857142857,13.46938776,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,13,22.28571429,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.75,30,51.42857143,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,11.71428571,20.08163265,B
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,13.5,21.28571429,36.48979592,C+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.25,24.28571429,41.63265306,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9,4.714285714,8.081632653,B
FEMALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,4,6.857142857,A-
FEMALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.25,12.85714286,22.04081633,C
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,4.75,14.42857143,24.73469388,F
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5.63,5,8.571428571,C
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,20,6.857142857,11.75510204,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,13,3.857142857,6.612244898,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14,7.428571429,12.73469388,A-
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19,0.285714286,0.489795918,A
MALE,25,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16.5,0.285714286,0.489795918,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18.5,1,1.714285714,B+
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16,2.571428571,4.408163265,A
MALE,25,INDONESIA,TIADA PENAJA,PENGATURCARAAN PYTHON,15,0.857142857,1.469387755,A-
MALE,25,CHINA,TIADA PENAJA,PENGATURCARAAN PYTHON,16,5.285714286,9.06122449,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14.5,6.571428571,11.26530612,B+
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,12.5,2,3.428571429,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17.5,0.142857143,0.244897959,A-
FEMALE,44,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,15,5.857142857,10.04081633,B-
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,10,1.857142857,3.183673469,B
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,17.5,3.714285714,6.367346939,A
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17,2.142857143,3.673469388,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19.5,1,1.714285714,A
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14.5,1,1.714285714,A
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16,2.857142857,4.897959184,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18.5,1.428571429,2.448979592,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19.5,4.142857143,7.102040816,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15,4,6.857142857,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18,2.428571429,4.163265306,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18,2.142857143,3.673469388,A-
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,7.571428571,12.97959184,A
MALE,23,KENYA,TIADA PENAJA,PENGATURCARAAN PYTHON,18,4,6.857142857,A
MALE,25,UZBEKISTAN,TIADA PENAJA,PENGATURCARAAN PYTHON,14,9.428571429,16.16326531,A-
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18,2.857142857,4.897959184,A
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18.5,3.285714286,5.632653061,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15,2.428571429,4.163265306,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,2,3.428571429,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,3,5.142857143,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,2.285714286,3.918367347,B+
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,1.571428571,2.693877551,B+
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14.5,1.714285714,2.93877551,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14,0.857142857,1.469387755,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18.5,1.285714286,2.204081633,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,15,1.142857143,1.959183673,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17.5,4.571428571,7.836734694,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18,3.285714286,5.632653061,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19.5,1.571428571,2.693877551,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19.5,3.285714286,5.632653061,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,0.857142857,1.469387755,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19,3.857142857,6.612244898,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19.5,5.714285714,9.795918367,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,20,3.285714286,5.632653061,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,3.142857143,5.387755102,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17,4.428571429,7.591836735,A
