GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,FreqW3,FreqW4,FreqW5,FreqW6,GRADE
FEMALE,23,MALAYSIA,TIADA PENAJA,PEMBANGUNAN PERMAINAN KOMPUTER,13.5,3.571428571,6.12244898,6.559766764,4.997917534,2.677455822,0.917984853,A-
MALE,24,CHINA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,9.5,10.57142857,18.12244898,19.41690962,14.7938359,7.925269233,2.717235166,B-
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,12.5,15.57142857,26.69387755,28.60058309,21.79092045,11.67370738,4.00241396,A-
MALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,8,17.14285714,29.3877551,31.48688047,23.99000416,12.85178795,4.406327296,B
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,13.5,20.42857143,35.02040816,37.52186589,28.5880883,15.3150473,5.250873361,A
MALE,21,CHINA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,13.5,31.71428571,54.36734694,58.25072886,44.38150771,23.7758077,8.151705497,B+
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,12.5,14.14285714,24.24489796,25.97667638,19.79175344,10.60272506,3.635220019,A-
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,11.5,15.71428571,26.93877551,28.86297376,21.99083715,11.78080562,4.039133354,B+
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,12.75,13.57142857,23.26530612,24.9271137,18.99208663,10.17433212,3.488342442,A-
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,11,8.285714286,14.20408163,15.21865889,11.59516868,6.211697507,2.12972486,A-
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,13,12,20.57142857,22.04081633,16.79300292,8.996251562,3.084429107,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,13.5,12,20.57142857,22.04081633,16.79300292,8.996251562,3.084429107,A-
FEMALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,13.5,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,A
FEMALE,23,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,14.25,36.42857143,62.44897959,66.90962099,50.97875885,27.31004938,9.363445503,A
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,9.5,13.71428571,23.51020408,25.18950437,19.19200333,10.28143036,3.525061836,B+
MALE,25,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,12.25,13.85714286,23.75510204,25.45189504,19.39192003,10.38852859,3.561781231,A-
MALE,23,CHINA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,11.5,28.14285714,48.24489796,51.6909621,39.38359017,21.09835188,7.233720644,B
FEMALE,24,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,12.5,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,B+
MALE,24,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,11.5,9.714285714,16.65306122,17.8425656,13.59433569,7.282679836,2.496918801,B+
MALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,11,11.14285714,19.10204082,20.4664723,15.59350271,8.353662165,2.864112742,B+
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,11.75,9.857142857,16.89795918,18.10495627,13.79425239,7.389778069,2.533638195,B+
FEMALE,22,CHINA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,12.5,23,39.42857143,42.24489796,32.18658892,17.24281549,5.911822455,B+
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,13.25,16,27.42857143,29.3877551,22.39067055,11.99500208,4.112572143,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,13.25,10.14285714,17.3877551,18.62973761,14.1940858,7.603974534,2.607076983,A
FEMALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,14,11.42857143,19.59183673,20.99125364,15.99333611,8.56785863,2.93755153,A
FEMALE,25,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,14.25,11,18.85714286,20.20408163,15.39358601,8.246563932,2.827393348,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,10.75,18.28571429,31.34693878,33.58600583,25.58933778,13.70857381,4.700082449,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,12.5,17.71428571,30.36734694,32.53644315,24.78967097,13.28018088,4.553204872,A
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,13.5,12.42857143,21.30612245,22.82798834,17.39275302,9.31754626,3.194587289,A
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,11.5,19.57142857,33.55102041,35.94752187,27.38858809,14.6724579,5.030556996,B+
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,12.25,14,24,25.71428571,19.59183673,10.49562682,3.598500625,A
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,12,9.571428571,16.40816327,17.58017493,13.39441899,7.175581603,2.460199407,B
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,11,16.42857143,28.16326531,30.17492711,22.99042066,12.31629678,4.222730325,A-
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,10.5,12.42857143,21.30612245,22.82798834,17.39275302,9.31754626,3.194587289,B+
MALE,22,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,11,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,A
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,13.5,20.85714286,35.75510204,38.3090379,29.1878384,15.636342,5.361031543,A-
FEMALE,22,MALAYSIA,PINJAMAN,PENDIGITAN AUDIO TAMPAK,14.25,13.71428571,23.51020408,25.18950437,19.19200333,10.28143036,3.525061836,A
MALE,24,MALAYSIA,TIADA PENAJA,PENDIGITAN AUDIO TAMPAK,10.5,11.14285714,19.10204082,20.4664723,15.59350271,8.353662165,2.864112742,B+
MALE,26,BANGLADESH,TIADA PENAJA,PENGATURCARAAN C++,18,3.571428571,6.12244898,6.559766764,4.997917534,2.677455822,0.917984853,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,18.5,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,19.25,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,A
FEMALE,25,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,18,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,A
MALE,27,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,18,0.714285714,1.224489796,1.311953353,0.999583507,0.535491164,0.183596971,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,16,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,18.25,0.428571429,0.734693878,0.787172012,0.599750104,0.321294699,0.110158182,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,18,0.714285714,1.224489796,1.311953353,0.999583507,0.535491164,0.183596971,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,17,0.142857143,0.244897959,0.262390671,0.199916701,0.107098233,0.036719394,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,18,1.428571429,2.448979592,2.623906706,1.999167014,1.070982329,0.367193941,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,17,0.285714286,0.489795918,0.524781341,0.399833403,0.214196466,0.073438788,A
MALE,25,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,13,0.857142857,1.469387755,1.574344023,1.199500208,0.642589397,0.220316365,B-
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,17,1.285714286,2.204081633,2.361516035,1.799250312,0.963884096,0.330474547,A
MALE,29,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,16,0.857142857,1.469387755,1.574344023,1.199500208,0.642589397,0.220316365,A-
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,16.5,1.428571429,2.448979592,2.623906706,1.999167014,1.070982329,0.367193941,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,16,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,18,0.714285714,1.224489796,1.311953353,0.999583507,0.535491164,0.183596971,A
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,19.75,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,14,0.571428571,0.979591837,1.049562682,0.799666805,0.428392932,0.146877577,B
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,16,2,3.428571429,3.673469388,2.798833819,1.49937526,0.514071518,A-
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,19,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,19.75,1.285714286,2.204081633,2.361516035,1.799250312,0.963884096,0.330474547,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,16,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,18,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,17,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,18.5,0.285714286,0.489795918,0.524781341,0.399833403,0.214196466,0.073438788,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN C++,16,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,18.5,1.142857143,1.959183673,2.099125364,1.599333611,0.856785863,0.293755153,A
MALE,23,MALAYSIA,BIASISWA,PENGATURCARAAN C++,15,1.428571429,2.448979592,2.623906706,1.999167014,1.070982329,0.367193941,A-
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN C++,19,1.142857143,1.959183673,2.099125364,1.599333611,0.856785863,0.293755153,A
FEMALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN C++,16,1,1.714285714,1.836734694,1.39941691,0.74968763,0.257035759,A
FEMALE,21,YEMEN,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,11,7,12,12.85714286,9.795918367,5.247813411,1.799250312,B-
FEMALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,17.75,5.285714286,9.06122449,9.70845481,7.396917951,3.962634617,1.358617583,B+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,C
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,6,7.857142857,13.46938776,14.43148688,10.99541858,5.890402808,2.019566677,C+
FEMALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,13.5,5,8.571428571,9.183673469,6.997084548,3.748438151,1.285178795,B
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,11,5.285714286,9.06122449,9.70845481,7.396917951,3.962634617,1.358617583,B-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,17.5,6.142857143,10.53061224,11.28279883,8.596418159,4.605224014,1.578933948,B+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.5,9.857142857,16.89795918,18.10495627,13.79425239,7.389778069,2.533638195,C+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8.5,3.428571429,5.87755102,6.297376093,4.798000833,2.570357589,0.881265459,A-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,6,3.285714286,5.632653061,6.034985423,4.598084132,2.463259356,0.844546065,D+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8.5,14.57142857,24.97959184,26.7638484,20.39150354,10.92401975,3.745378201,B+
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,17.75,5.571428571,9.551020408,10.23323615,7.796751354,4.176831082,1.432056371,B+
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8,9.142857143,15.67346939,16.79300292,12.79466889,6.854286904,2.350041224,B
MALE,21,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,15.75,3.857142857,6.612244898,7.084548105,5.397750937,2.891652288,0.991423642,B-
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.75,5.285714286,9.06122449,9.70845481,7.396917951,3.962634617,1.358617583,B
FEMALE,22,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10,8.142857143,13.95918367,14.95626822,11.39525198,6.104599274,2.093005465,A
MALE,22,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,13.5,8.857142857,15.18367347,16.26822157,12.39483549,6.640090439,2.276602436,A
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10,3.428571429,5.87755102,6.297376093,4.798000833,2.570357589,0.881265459,B-
FEMALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8,8.857142857,15.18367347,16.26822157,12.39483549,6.640090439,2.276602436,C+
MALE,24,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8,8.714285714,14.93877551,16.0058309,12.19491878,6.532992206,2.239883042,B+
MALE,25,"TANZANIA, UNITED REPUBLIC OF",TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12,7.285714286,12.48979592,13.3819242,10.19575177,5.462009877,1.872689101,C
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,11.5,3.714285714,6.367346939,6.822157434,5.197834236,2.784554055,0.954704247,B+
MALE,23,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,6.5,11.14285714,19.10204082,20.4664723,15.59350271,8.353662165,2.864112742,B-
FEMALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,14.5,10.14285714,17.3877551,18.62973761,14.1940858,7.603974534,2.607076983,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,15.5,5,8.571428571,9.183673469,6.997084548,3.748438151,1.285178795,F
MALE,28,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,13.5,8.571428571,14.69387755,15.74344023,11.99500208,6.425893973,2.203163648,B+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,0,0.285714286,0.489795918,0.524781341,0.399833403,0.214196466,0.073438788,F
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,4.5,2.142857143,3.673469388,3.935860058,2.998750521,1.606473493,0.550790912,B-
MALE,22,MOROCCO,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,18.25,6.714285714,11.51020408,12.33236152,9.396084965,5.033616945,1.725811524,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12,5.857142857,10.04081633,10.75801749,8.196584756,4.391027548,1.505495159,B+
MALE,23,YEMEN,BIASISWA,PENGATURCARAAN KOMPUTER I,8,3.428571429,5.87755102,6.297376093,4.798000833,2.570357589,0.881265459,A-
FEMALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12.5,13.57142857,23.26530612,24.9271137,18.99208663,10.17433212,3.488342442,B-
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12,4.285714286,7.346938776,7.871720117,5.997501041,3.212946986,1.101581824,A
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,11,5.285714286,9.06122449,9.70845481,7.396917951,3.962634617,1.358617583,A
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10,4.285714286,7.346938776,7.871720117,5.997501041,3.212946986,1.101581824,B+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,7.75,4.142857143,7.102040816,7.609329446,5.79758434,3.105848753,1.06486243,F
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,9,3.857142857,6.612244898,7.084548105,5.397750937,2.891652288,0.991423642,D
FEMALE,20,YEMEN,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,17.5,2,3.428571429,3.673469388,2.798833819,1.49937526,0.514071518,A
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,14,3.285714286,5.632653061,6.034985423,4.598084132,2.463259356,0.844546065,A-
MALE,20,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8,9,15.42857143,16.53061224,12.59475219,6.747188671,2.31332183,B-
MALE,25,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8.5,4.428571429,7.591836735,8.134110787,6.197417743,3.320045219,1.138301218,B+
FEMALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,17.75,10.57142857,18.12244898,19.41690962,14.7938359,7.925269233,2.717235166,A
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12.5,2,3.428571429,3.673469388,2.798833819,1.49937526,0.514071518,B+
FEMALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.5,6.571428571,11.26530612,12.06997085,9.196168263,4.926518712,1.68909213,C-
FEMALE,21,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,9,10.85714286,18.6122449,19.94169096,15.1936693,8.139465699,2.790673954,A-
MALE,21,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8.25,3.857142857,6.612244898,7.084548105,5.397750937,2.891652288,0.991423642,F
MALE,22,YEMEN,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8.5,2.857142857,4.897959184,5.247813411,3.998334027,2.141964658,0.734387883,C
FEMALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,15.5,17.14285714,29.3877551,31.48688047,23.99000416,12.85178795,4.406327296,B
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12.5,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,B+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,5.5,5.714285714,9.795918367,10.49562682,7.996668055,4.283929315,1.468775765,B-
MALE,22,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,16.5,8.142857143,13.95918367,14.95626822,11.39525198,6.104599274,2.093005465,A-
FEMALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,12,1.714285714,2.93877551,3.148688047,2.399000416,1.285178795,0.44063273,A-
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,9.75,5.428571429,9.306122449,9.970845481,7.596834652,4.069732849,1.395336977,B
MALE,21,LIBYAN ARAB JAMAHIRIYA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,19.75,5.285714286,9.06122449,9.70845481,7.396917951,3.962634617,1.358617583,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,14.5,23.14285714,39.67346939,42.50728863,32.38650562,17.34991373,5.948541849,A
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,13,20.57142857,35.26530612,37.78425656,28.788005,15.42214553,5.287592755,B
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,15,34.14285714,58.53061224,62.71137026,47.78009163,25.59647766,8.775935197,B+
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,15,23.42857143,40.16326531,43.03206997,32.78633903,17.56411019,6.021980637,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,18.75,14.71428571,25.2244898,27.02623907,20.59142024,11.03111799,3.782097595,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,12.92,14.57142857,24.97959184,26.7638484,20.39150354,10.92401975,3.745378201,A-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,14.09,35.42857143,60.73469388,65.0728863,49.57934194,26.56036175,9.106409744,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,19.5,28.85714286,49.46938776,53.00291545,40.38317368,21.63384304,7.417317614,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,15,10.42857143,17.87755102,19.15451895,14.5939192,7.818171,2.680515771,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.5,18.14285714,31.10204082,33.32361516,25.38942107,13.60147558,4.663363055,A-
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,13,20.14285714,34.53061224,36.99708455,28.18825489,15.10085084,5.177434572,A-
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,17.25,23.14285714,39.67346939,42.50728863,32.38650562,17.34991373,5.948541849,A
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER I,15.25,10.42857143,17.87755102,19.15451895,14.5939192,7.818171,2.680515771,B
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,17.25,19.28571429,33.06122449,35.42274052,26.98875469,14.45826144,4.957118208,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,16.75,26,44.57142857,47.75510204,36.38483965,19.49187838,6.682929732,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,14.5,29.85714286,51.18367347,54.83965015,41.78259059,22.38353067,7.674353373,A-
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,11.25,59.28571429,101.6326531,108.8921283,82.96543107,44.44576664,15.23854856,B-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,15,26.14285714,44.81632653,48.01749271,36.58475635,19.59897662,6.719649126,A-
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,11,22.14285714,37.95918367,40.67055394,30.98708871,16.6002261,5.69150609,C+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,18,35.85714286,61.46938776,65.86005831,50.17909204,26.88165645,9.216567927,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.75,38.85714286,66.6122449,71.37026239,54.37734277,29.13071934,9.987675203,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,16.88,10.28571429,17.63265306,18.89212828,14.3940025,7.711072767,2.643796377,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,16,19.14285714,32.81632653,35.16034985,26.78883798,14.35116321,4.920398813,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,12,24.14285714,41.3877551,44.34402332,33.78592253,18.09960136,6.205577608,C+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,15,18.14285714,31.10204082,33.32361516,25.38942107,13.60147558,4.663363055,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,13.63,18.57142857,31.83673469,34.11078717,25.98917118,13.92277027,4.773521237,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,15,18.42857143,31.59183673,33.8483965,25.78925448,13.81567204,4.736801843,A
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER I,10.25,55.28571429,94.7755102,101.5451895,77.36776343,41.44701612,14.21040553,B+
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,17,18.71428571,32.08163265,34.37317784,26.18908788,14.02986851,4.810240631,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,16.5,23.42857143,40.16326531,43.03206997,32.78633903,17.56411019,6.021980637,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,10,39.57142857,67.83673469,72.68221574,55.37692628,29.66621051,10.17127217,B
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,15.5,64.28571429,110.2040816,118.0758017,89.96251562,48.1942048,16.52372736,A
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,18.75,39.28571429,67.34693878,72.1574344,54.97709288,29.45201404,10.09783339,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,10.5,19.28571429,33.06122449,35.42274052,26.98875469,14.45826144,4.957118208,B-
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,17.25,10,17.14285714,18.36734694,13.9941691,7.496876302,2.570357589,A-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,15.25,7.428571429,12.73469388,13.64431487,10.39566847,5.56910811,1.909408495,A-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER I,13.04,16.42857143,28.16326531,30.17492711,22.99042066,12.31629678,4.222730325,B+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,8,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,B
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.25,29.71428571,50.93877551,54.57725948,41.58267389,22.27643244,7.637633979,A-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,6.75,16.57142857,28.40816327,30.43731778,23.19033736,12.42339501,4.259449719,B-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,5,8.285714286,14.20408163,15.21865889,11.59516868,6.211697507,2.12972486,F
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.75,27.28571429,46.7755102,50.11661808,38.18408996,20.45576248,7.013404279,B-
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,15.25,23,39.42857143,42.24489796,32.18658892,17.24281549,5.911822455,A
MALE,24,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,9.5,37.14285714,63.67346939,68.22157434,51.97834236,27.84554055,9.547042474,B+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER I,10.5,36.57142857,62.69387755,67.17201166,51.17867555,27.41714762,9.400164897,C
MALE,21,SAUDI ARABIA,BIASISWA,PENGATURCARAAN KOMPUTER I,3,5,8.571428571,9.183673469,6.997084548,3.748438151,1.285178795,F
