GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,FreqW3,FreqW4,FreqW5,FreqW6,GRADE
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.5,12.57142857,21.55102041,23.09037901,17.59266972,9.424644493,3.231306683,C
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,18.14285714,31.10204082,33.32361516,25.38942107,13.60147558,4.663363055,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,12,20.57142857,22.04081633,16.79300292,8.996251562,3.084429107,B-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,12.71428571,21.79591837,23.35276968,17.79258642,9.531742726,3.268026078,A-
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,5.428571429,9.306122449,9.970845481,7.596834652,4.069732849,1.395336977,A-
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,17.14285714,29.3877551,31.48688047,23.99000416,12.85178795,4.406327296,B
MALE,22,SOMALIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.5,7.857142857,13.46938776,14.43148688,10.99541858,5.890402808,2.019566677,F
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,C-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,11.14285714,19.10204082,20.4664723,15.59350271,8.353662165,2.864112742,B
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.25,9.285714286,15.91836735,17.05539359,12.99458559,6.961385137,2.386760618,B-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,7.142857143,12.24489796,13.11953353,9.995835069,5.354911644,1.835969706,C+
FEMALE,24,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,14.71428571,25.2244898,27.02623907,20.59142024,11.03111799,3.782097595,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,8.714285714,14.93877551,16.0058309,12.19491878,6.532992206,2.239883042,B+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9,16,27.42857143,29.3877551,22.39067055,11.99500208,4.112572143,B-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,8.571428571,14.69387755,15.74344023,11.99500208,6.425893973,2.203163648,B
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.75,14.28571429,24.48979592,26.23906706,19.99167014,10.70982329,3.671939413,B
FEMALE,20,YEMEN,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,20.14285714,34.53061224,36.99708455,28.18825489,15.10085084,5.177434572,B-
MALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,18,30.85714286,33.06122449,25.18950437,13.49437734,4.62664366,A
FEMALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,11.42857143,19.59183673,20.99125364,15.99333611,8.56785863,2.93755153,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,17.71428571,30.36734694,32.53644315,24.78967097,13.28018088,4.553204872,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,11.85714286,20.32653061,21.77842566,16.59308621,8.889153329,3.047709713,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.5,7.857142857,13.46938776,14.43148688,10.99541858,5.890402808,2.019566677,B-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.25,5.857142857,10.04081633,10.75801749,8.196584756,4.391027548,1.505495159,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,6.714285714,11.51020408,12.33236152,9.396084965,5.033616945,1.725811524,A-
MALE,25,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.25,8.428571429,14.44897959,15.48104956,11.79508538,6.31879574,2.166444254,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,2.714285714,4.653061224,4.985422741,3.798417326,2.034866425,0.697668488,A
FEMALE,22,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,17.14285714,29.3877551,31.48688047,23.99000416,12.85178795,4.406327296,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,7.571428571,12.97959184,13.90670554,10.59558517,5.676206343,1.946127889,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12,3,5.142857143,5.510204082,4.198250729,2.24906289,0.771107277,B+
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.25,7.714285714,13.2244898,14.16909621,10.79550187,5.783304575,1.982847283,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,5.571428571,9.551020408,10.23323615,7.796751354,4.176831082,1.432056371,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,21.71428571,37.2244898,39.88338192,30.38733861,16.2789314,5.581347908,B
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.25,15.42857143,26.44897959,28.33819242,21.59100375,11.56660915,3.965694566,A-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,2.571428571,4.408163265,4.72303207,3.598500625,1.927768192,0.660949094,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.75,7.714285714,13.2244898,14.16909621,10.79550187,5.783304575,1.982847283,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,23.14285714,39.67346939,42.50728863,32.38650562,17.34991373,5.948541849,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,10.57142857,18.12244898,19.41690962,14.7938359,7.925269233,2.717235166,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,11.42857143,19.59183673,20.99125364,15.99333611,8.56785863,2.93755153,B+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,5,8.571428571,9.183673469,6.997084548,3.748438151,1.285178795,B+
FEMALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,11.71428571,20.08163265,21.51603499,16.39316951,8.782055096,3.010990319,B
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.25,10.28571429,17.63265306,18.89212828,14.3940025,7.711072767,2.643796377,B-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,5,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,C
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,9.714285714,16.65306122,17.8425656,13.59433569,7.282679836,2.496918801,B-
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.75,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,C+
FEMALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,12.14285714,20.81632653,22.303207,16.99291962,9.103349795,3.121148501,C
MALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.25,14.71428571,25.2244898,27.02623907,20.59142024,11.03111799,3.782097595,B-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.25,25.71428571,44.08163265,47.2303207,35.98500625,19.27768192,6.609490943,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,17.71428571,30.36734694,32.53644315,24.78967097,13.28018088,4.553204872,B
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,3,5.142857143,5.510204082,4.198250729,2.24906289,0.771107277,A
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,16.71428571,28.65306122,30.69970845,23.39025406,12.53049325,4.296169113,A-
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,10.28571429,17.63265306,18.89212828,14.3940025,7.711072767,2.643796377,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,8.714285714,14.93877551,16.0058309,12.19491878,6.532992206,2.239883042,A
MALE,22,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,21,36,38.57142857,29.3877551,15.74344023,5.397750937,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,6.285714286,10.7755102,11.5451895,8.79633486,4.712322247,1.615653342,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,16.42857143,28.16326531,30.17492711,22.99042066,12.31629678,4.222730325,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.75,14.57142857,24.97959184,26.7638484,20.39150354,10.92401975,3.745378201,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,5.142857143,8.816326531,9.44606414,7.197001249,3.855536384,1.321898189,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16.5,18.71428571,32.08163265,34.37317784,26.18908788,14.02986851,4.810240631,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16.75,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,9.285714286,15.91836735,17.05539359,12.99458559,6.961385137,2.386760618,B
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.5,21,36,38.57142857,29.3877551,15.74344023,5.397750937,A-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7,17.28571429,29.63265306,31.74927114,24.18992087,12.95888618,4.44304669,B-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,5.75,12.28571429,21.06122449,22.56559767,17.19283632,9.210448028,3.157867895,D
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,23.14285714,39.67346939,42.50728863,32.38650562,17.34991373,5.948541849,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6,7.142857143,12.24489796,13.11953353,9.995835069,5.354911644,1.835969706,C+
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,1.571428571,2.693877551,2.886297376,2.199083715,1.178080562,0.403913335,B+
FEMALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,3.714285714,6.367346939,6.822157434,5.197834236,2.784554055,0.954704247,B+
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.75,7.142857143,12.24489796,13.11953353,9.995835069,5.354911644,1.835969706,B-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8,10,17.14285714,18.36734694,13.9941691,7.496876302,2.570357589,C+
MALE,24,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,14.71428571,25.2244898,27.02623907,20.59142024,11.03111799,3.782097595,C
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.75,7.571428571,12.97959184,13.90670554,10.59558517,5.676206343,1.946127889,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,12.42857143,21.30612245,22.82798834,17.39275302,9.31754626,3.194587289,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12,10.42857143,17.87755102,19.15451895,14.5939192,7.818171,2.680515771,C-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,20,27.28571429,46.7755102,50.11661808,38.18408996,20.45576248,7.013404279,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.25,15,25.71428571,27.55102041,20.99125364,11.24531445,3.855536384,A-
MALE,24,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.5,12.71428571,21.79591837,23.35276968,17.79258642,9.531742726,3.268026078,C
MALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,9.714285714,16.65306122,17.8425656,13.59433569,7.282679836,2.496918801,A
MALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,C+
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,12.57142857,21.55102041,23.09037901,17.59266972,9.424644493,3.231306683,B+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,22.14285714,37.95918367,40.67055394,30.98708871,16.6002261,5.69150609,B
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,10.42857143,17.87755102,19.15451895,14.5939192,7.818171,2.680515771,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,6.857142857,11.75510204,12.59475219,9.596001666,5.140715178,1.762530918,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.75,16.71428571,28.65306122,30.69970845,23.39025406,12.53049325,4.296169113,B-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.25,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,5.428571429,9.306122449,9.970845481,7.596834652,4.069732849,1.395336977,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,11.42857143,19.59183673,20.99125364,15.99333611,8.56785863,2.93755153,B-
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,18.85714286,32.32653061,34.63556851,26.38900458,14.13696674,4.846960025,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,9.428571429,16.16326531,17.31778426,13.19450229,7.06848337,2.423480013,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.5,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,C
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,11.85714286,20.32653061,21.77842566,16.59308621,8.889153329,3.047709713,B
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8,13.14285714,22.53061224,24.13994169,18.39233653,9.853037425,3.37818426,B
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,6.571428571,11.26530612,12.06997085,9.196168263,4.926518712,1.68909213,C-
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,9.857142857,16.89795918,18.10495627,13.79425239,7.389778069,2.533638195,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,16,27.42857143,29.3877551,22.39067055,11.99500208,4.112572143,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,13.14285714,22.53061224,24.13994169,18.39233653,9.853037425,3.37818426,C+
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,33.14285714,56.81632653,60.87463557,46.38067472,24.84679003,8.518899438,A-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.25,13.42857143,23.02040816,24.66472303,18.79216993,10.06723389,3.451623048,A-
FEMALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,29.28571429,50.20408163,53.79008746,40.98292378,21.95513774,7.527475797,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6,5.571428571,9.551020408,10.23323615,7.796751354,4.176831082,1.432056371,A-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.5,7.142857143,12.24489796,13.11953353,9.995835069,5.354911644,1.835969706,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.5,4.714285714,8.081632653,8.658892128,6.597251145,3.534241685,1.211740006,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9,17.28571429,29.63265306,31.74927114,24.18992087,12.95888618,4.44304669,A-
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16.5,8.285714286,14.20408163,15.21865889,11.59516868,6.211697507,2.12972486,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.5,4.857142857,8.326530612,8.921282799,6.797167847,3.641339918,1.2484594,A
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,8.142857143,13.95918367,14.95626822,11.39525198,6.104599274,2.093005465,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,11.85714286,20.32653061,21.77842566,16.59308621,8.889153329,3.047709713,A-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.5,7.285714286,12.48979592,13.3819242,10.19575177,5.462009877,1.872689101,B+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,5,7,12,12.85714286,9.795918367,5.247813411,1.799250312,C
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.25,14.57142857,24.97959184,26.7638484,20.39150354,10.92401975,3.745378201,B
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,B+
FEMALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.25,4.428571429,7.591836735,8.134110787,6.197417743,3.320045219,1.138301218,B+
MALE,21,EGYPT,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.25,6.428571429,11.02040816,11.80758017,8.996251562,4.81942048,1.652372736,B-
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.5,5.142857143,8.816326531,9.44606414,7.197001249,3.855536384,1.321898189,B+
MALE,20,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,2.428571429,4.163265306,4.460641399,3.398583923,1.820669959,0.6242297,B+
MALE,26,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,10.14285714,17.3877551,18.62973761,14.1940858,7.603974534,2.607076983,A
FEMALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,13,22.28571429,23.87755102,18.19241983,9.745939192,3.341464866,C-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,9.857142857,16.89795918,18.10495627,13.79425239,7.389778069,2.533638195,B-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,3.571428571,6.12244898,6.559766764,4.997917534,2.677455822,0.917984853,B+
MALE,23,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.25,9.714285714,16.65306122,17.8425656,13.59433569,7.282679836,2.496918801,B-
FEMALE,23,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.75,8,13.71428571,14.69387755,11.19533528,5.997501041,2.056286071,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,13.85714286,23.75510204,25.45189504,19.39192003,10.38852859,3.561781231,B
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,5.5,4.142857143,7.102040816,7.609329446,5.79758434,3.105848753,1.06486243,D
MALE,21,BANGLADESH,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,8.857142857,15.18367347,16.26822157,12.39483549,6.640090439,2.276602436,A
FEMALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,19,32.57142857,34.89795918,26.58892128,14.24406497,4.883679419,A
FEMALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.5,11.85714286,20.32653061,21.77842566,16.59308621,8.889153329,3.047709713,B-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,18.14285714,31.10204082,33.32361516,25.38942107,13.60147558,4.663363055,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,14,24,25.71428571,19.59183673,10.49562682,3.598500625,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,13.14285714,22.53061224,24.13994169,18.39233653,9.853037425,3.37818426,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,5.428571429,9.306122449,9.970845481,7.596834652,4.069732849,1.395336977,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16.5,7.857142857,13.46938776,14.43148688,10.99541858,5.890402808,2.019566677,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,38.42857143,65.87755102,70.58309038,53.77759267,28.80942464,9.877517021,B+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,22.57142857,38.69387755,41.45772595,31.58683882,16.92152079,5.801664273,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.25,12.14285714,20.81632653,22.303207,16.99291962,9.103349795,3.121148501,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19.25,7.285714286,12.48979592,13.3819242,10.19575177,5.462009877,1.872689101,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,18.42857143,31.59183673,33.8483965,25.78925448,13.81567204,4.736801843,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,7,12,12.85714286,9.795918367,5.247813411,1.799250312,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.5,6.571428571,11.26530612,12.06997085,9.196168263,4.926518712,1.68909213,B+
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,12,20.57142857,22.04081633,16.79300292,8.996251562,3.084429107,B+
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,4,6.857142857,7.346938776,5.597667638,2.998750521,1.028143036,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,10.71428571,18.36734694,19.67930029,14.9937526,8.032367466,2.75395456,A
MALE,21,NIGERIA,TIADA PENAJA,PEMBANGUNAN APLIKASI BERGERAK,3.33,19.71428571,33.79591837,36.20991254,27.58850479,14.77955614,5.06727639,B-
FEMALE,23,MALAYSIA,TIADA PENAJA,PEMBANGUNAN APLIKASI BERGERAK,8.33,20,34.28571429,36.73469388,27.98833819,14.9937526,5.140715178,A-
FEMALE,23,MALAYSIA,PINJAMAN,PEMBANGUNAN APLIKASI BERGERAK,8,21.57142857,36.97959184,39.62099125,30.18742191,16.17183316,5.544628514,D
MALE,23,MALAYSIA,TIADA PENAJA,PEMBANGUNAN APLIKASI BERGERAK,8,28,48,51.42857143,39.18367347,20.99125364,7.197001249,A
