GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,FreqW3,FreqW4,GRADE
MALE,26,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.75,15.71428571,26.93877551,28.86297376,21.99083715,B
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.38,6.571428571,11.26530612,12.06997085,9.196168263,B
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.5,26.42857143,45.30612245,48.54227405,36.98458975,B-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,1,21.71428571,37.2244898,39.88338192,30.38733861,D
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13,12.14285714,20.81632653,22.303207,16.99291962,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.5,2.142857143,3.673469388,3.935860058,2.998750521,C+
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.25,16.57142857,28.40816327,30.43731778,23.19033736,B+
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,14,24,25.71428571,19.59183673,D+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,26,44.57142857,47.75510204,36.38483965,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,15,9.142857143,15.67346939,16.79300292,12.79466889,A
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.5,16.14285714,27.67346939,29.65014577,22.59058726,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,10.5,8.428571429,14.44897959,15.48104956,11.79508538,B
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,11.71428571,20.08163265,21.51603499,16.39316951,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.5,15.57142857,26.69387755,28.60058309,21.79092045,C+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,15,25.85714286,44.32653061,47.49271137,36.18492295,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,8,12.42857143,21.30612245,22.82798834,17.39275302,C
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,8.25,18.42857143,31.59183673,33.8483965,25.78925448,D+
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.75,23.42857143,40.16326531,43.03206997,32.78633903,B
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9.5,13.57142857,23.26530612,24.9271137,18.99208663,B-
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,6,26.14285714,44.81632653,48.01749271,36.58475635,D
MALE,24,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,3.5,24.57142857,42.12244898,45.13119534,34.38567264,C
MALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,3.5,17.28571429,29.63265306,31.74927114,24.18992087,C
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,6,15,25.71428571,27.55102041,20.99125364,F
MALE,21,BANGLADESH,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5,14.42857143,24.73469388,26.50145773,20.19158684,C-
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,14,2.857142857,4.897959184,5.247813411,3.998334027,A
MALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13.13,3.571428571,6.12244898,6.559766764,4.997917534,A
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,12.5,2.571428571,4.408163265,4.72303207,3.598500625,B+
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,14.5,9,15.42857143,16.53061224,12.59475219,A-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,8,14.14285714,24.24489796,25.97667638,19.79175344,B-
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,8.142857143,13.95918367,14.95626822,11.39525198,A-
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13.5,11.42857143,19.59183673,20.99125364,15.99333611,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.25,46.14285714,79.10204082,84.75218659,64.57309454,A-
MALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,13,9.428571429,16.16326531,17.31778426,13.19450229,B
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,9,13.71428571,23.51020408,25.18950437,19.19200333,B
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.88,18.42857143,31.59183673,33.8483965,25.78925448,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12,15,25.71428571,27.55102041,20.99125364,D+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,11.28571429,19.34693878,20.72886297,15.79341941,B+
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.13,17.14285714,29.3877551,31.48688047,23.99000416,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,14.42857143,24.73469388,26.50145773,20.19158684,C+
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,13.5,34.85714286,59.75510204,64.02332362,48.77967514,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,12.75,28.42857143,48.73469388,52.21574344,39.78342357,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,8.88,7.857142857,13.46938776,14.43148688,10.99541858,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,13,22.28571429,23.87755102,18.19241983,A
FEMALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,11.75,30,51.42857143,55.10204082,41.98250729,A
MALE,21,MALAYSIA,PINJAMAN,PENGATURCARAAN KOMPUTER II,10,11.71428571,20.08163265,21.51603499,16.39316951,B
FEMALE,21,MALAYSIA,BIASISWA,PENGATURCARAAN KOMPUTER II,13.5,21.28571429,36.48979592,39.09620991,29.7875885,C+
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,11.25,24.28571429,41.63265306,44.60641399,33.98583923,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,9,4.714285714,8.081632653,8.658892128,6.597251145,B
FEMALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,14,4,6.857142857,7.346938776,5.597667638,A-
FEMALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,7.25,12.85714286,22.04081633,23.61516035,17.99250312,C
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,4.75,14.42857143,24.73469388,26.50145773,20.19158684,F
MALE,21,CHINA,TIADA PENAJA,PENGATURCARAAN KOMPUTER II,5.63,5,8.571428571,9.183673469,6.997084548,C
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,20,6.857142857,11.75510204,12.59475219,9.596001666,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,13,3.857142857,6.612244898,7.084548105,5.397750937,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14,7.428571429,12.73469388,13.64431487,10.39566847,A-
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19,0.285714286,0.489795918,0.524781341,0.399833403,A
MALE,25,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16.5,0.285714286,0.489795918,0.524781341,0.399833403,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18.5,1,1.714285714,1.836734694,1.39941691,B+
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16,2.571428571,4.408163265,4.72303207,3.598500625,A
MALE,25,INDONESIA,TIADA PENAJA,PENGATURCARAAN PYTHON,15,0.857142857,1.469387755,1.574344023,1.199500208,A-
MALE,25,CHINA,TIADA PENAJA,PENGATURCARAAN PYTHON,16,5.285714286,9.06122449,9.70845481,7.396917951,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14.5,6.571428571,11.26530612,12.06997085,9.196168263,B+
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,12.5,2,3.428571429,3.673469388,2.798833819,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17.5,0.142857143,0.244897959,0.262390671,0.199916701,A-
FEMALE,44,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,15,5.857142857,10.04081633,10.75801749,8.196584756,B-
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,10,1.857142857,3.183673469,3.411078717,2.598917118,B
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,17.5,3.714285714,6.367346939,6.822157434,5.197834236,A
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17,2.142857143,3.673469388,3.935860058,2.998750521,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19.5,1,1.714285714,1.836734694,1.39941691,A
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14.5,1,1.714285714,1.836734694,1.39941691,A
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16,2.857142857,4.897959184,5.247813411,3.998334027,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18.5,1.428571429,2.448979592,2.623906706,1.999167014,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19.5,4.142857143,7.102040816,7.609329446,5.79758434,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15,4,6.857142857,7.346938776,5.597667638,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18,2.428571429,4.163265306,4.460641399,3.398583923,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18,2.142857143,3.673469388,3.935860058,2.998750521,A-
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,7.571428571,12.97959184,13.90670554,10.59558517,A
MALE,23,KENYA,TIADA PENAJA,PENGATURCARAAN PYTHON,18,4,6.857142857,7.346938776,5.597667638,A
MALE,25,UZBEKISTAN,TIADA PENAJA,PENGATURCARAAN PYTHON,14,9.428571429,16.16326531,17.31778426,13.19450229,A-
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18,2.857142857,4.897959184,5.247813411,3.998334027,A
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,18.5,3.285714286,5.632653061,6.034985423,4.598084132,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15,2.428571429,4.163265306,4.460641399,3.398583923,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,2,3.428571429,3.673469388,2.798833819,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,3,5.142857143,5.510204082,4.198250729,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,2.285714286,3.918367347,4.198250729,3.198667222,B+
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,1.571428571,2.693877551,2.886297376,2.199083715,B+
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14.5,1.714285714,2.93877551,3.148688047,2.399000416,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,14,0.857142857,1.469387755,1.574344023,1.199500208,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18.5,1.285714286,2.204081633,2.361516035,1.799250312,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,15,1.142857143,1.959183673,2.099125364,1.599333611,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17.5,4.571428571,7.836734694,8.396501458,6.397334444,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,18,3.285714286,5.632653061,6.034985423,4.598084132,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19.5,1.571428571,2.693877551,2.886297376,2.199083715,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19.5,3.285714286,5.632653061,6.034985423,4.598084132,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,0.857142857,1.469387755,1.574344023,1.199500208,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19,3.857142857,6.612244898,7.084548105,5.397750937,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19.5,5.714285714,9.795918367,10.49562682,7.996668055,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,20,3.285714286,5.632653061,6.034985423,4.598084132,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,3.142857143,5.387755102,5.772594752,4.39816743,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17,4.428571429,7.591836735,8.134110787,6.197417743,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16,2.428571429,4.163265306,4.460641399,3.398583923,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16,2.142857143,3.673469388,3.935860058,2.998750521,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19,1.571428571,2.693877551,2.886297376,2.199083715,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16,0.714285714,1.224489796,1.311953353,0.999583507,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15.5,3.428571429,5.87755102,6.297376093,4.798000833,A
MALE,44,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,19,7.857142857,13.46938776,14.43148688,10.99541858,A
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17.67,6.428571429,11.02040816,11.80758017,8.996251562,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,12.14285714,20.81632653,22.303207,16.99291962,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,8.33,6.142857143,10.53061224,11.28279883,8.596418159,A-
FEMALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,9.5,8,13.71428571,14.69387755,11.19533528,A-
FEMALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,15.5,7.714285714,13.2244898,14.16909621,10.79550187,B+
FEMALE,23,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,15,11.85714286,20.32653061,21.77842566,16.59308621,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14,4.571428571,7.836734694,8.396501458,6.397334444,A
FEMALE,42,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,18.67,8.714285714,14.93877551,16.0058309,12.19491878,A
MALE,26,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,10.5,7.714285714,13.2244898,14.16909621,10.79550187,B-
FEMALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,12,5.857142857,10.04081633,10.75801749,8.196584756,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16,6.142857143,10.53061224,11.28279883,8.596418159,A-
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14,8.285714286,14.20408163,15.21865889,11.59516868,A
MALE,25,BANGLADESH,TIADA PENAJA,PENGATURCARAAN PYTHON,8,3.714285714,6.367346939,6.822157434,5.197834236,C+
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,13.5,9.142857143,15.67346939,16.79300292,12.79466889,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,6,6.571428571,11.26530612,12.06997085,9.196168263,A-
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,12,10,17.14285714,18.36734694,13.9941691,A
FEMALE,23,INDIA,TIADA PENAJA,PENGATURCARAAN PYTHON,19,4,6.857142857,7.346938776,5.597667638,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,10.67,4.571428571,7.836734694,8.396501458,6.397334444,A
FEMALE,37,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,13.67,9.714285714,16.65306122,17.8425656,13.59433569,A
MALE,22,CHINA,TIADA PENAJA,PENGATURCARAAN PYTHON,17.67,7.285714286,12.48979592,13.3819242,10.19575177,A
FEMALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,15,6.857142857,11.75510204,12.59475219,9.596001666,A
MALE,23,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,18.5,6.428571429,11.02040816,11.80758017,8.996251562,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,12.5,7.428571429,12.73469388,13.64431487,10.39566847,A
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15,5.571428571,9.551020408,10.23323615,7.796751354,A
MALE,25,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16.67,9.857142857,16.89795918,18.10495627,13.79425239,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15.67,4.714285714,8.081632653,8.658892128,6.597251145,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11.67,5.714285714,9.795918367,10.49562682,7.996668055,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,3.33,6.285714286,10.7755102,11.5451895,8.79633486,B-
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16.33,5.571428571,9.551020408,10.23323615,7.796751354,A
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,10.67,4.142857143,7.102040816,7.609329446,5.79758434,A-
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,9.5,8,13.71428571,14.69387755,11.19533528,B+
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,20,6,10.28571429,11.02040816,8.396501458,A
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14.5,7.428571429,12.73469388,13.64431487,10.39566847,A
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,10,17.14285714,29.3877551,31.48688047,23.99000416,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,13,6.857142857,11.75510204,12.59475219,9.596001666,A
MALE,25,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,19,4.285714286,7.346938776,7.871720117,5.997501041,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19.33,16.57142857,28.40816327,30.43731778,23.19033736,A
FEMALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,9,6.857142857,11.75510204,12.59475219,9.596001666,A-
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17.33,5,8.571428571,9.183673469,6.997084548,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14,11,18.85714286,20.20408163,15.39358601,A
MALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN PYTHON,15,11.85714286,20.32653061,21.77842566,16.59308621,C+
FEMALE,20,SYRIAN ARAB REPUBLIC,TIADA PENAJA,PENGATURCARAAN PYTHON,16.67,3.857142857,6.612244898,7.084548105,5.397750937,A-
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,7,12,12.85714286,9.795918367,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,19,8.428571429,14.44897959,15.48104956,11.79508538,A
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,9,12.57142857,21.55102041,23.09037901,17.59266972,A-
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.5,7.285714286,12.48979592,13.3819242,10.19575177,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15.5,7.142857143,12.24489796,13.11953353,9.995835069,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14.5,7.285714286,12.48979592,13.3819242,10.19575177,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15.5,12.42857143,21.30612245,22.82798834,17.39275302,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17,6.714285714,11.51020408,12.33236152,9.396084965,A
MALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,16,8.142857143,13.95918367,14.95626822,11.39525198,A
FEMALE,23,CHINA,TIADA PENAJA,PENGATURCARAAN PYTHON,10,12.14285714,20.81632653,22.303207,16.99291962,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,9.67,1.285714286,2.204081633,2.361516035,1.799250312,A-
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,7,7,12,12.85714286,9.795918367,B
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,7.67,5.142857143,8.816326531,9.44606414,7.197001249,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,16.33,5.714285714,9.795918367,10.49562682,7.996668055,A
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,14.5,12,20.57142857,22.04081633,16.79300292,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,8.5,6,10.28571429,11.02040816,8.396501458,B+
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,5.857142857,10.04081633,10.75801749,8.196584756,A-
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11,7.142857143,12.24489796,13.11953353,9.995835069,A
MALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,15.67,21.14285714,36.24489796,38.83381924,29.5876718,A
MALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,17.33,8,13.71428571,14.69387755,11.19533528,A
FEMALE,23,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,10.67,3.428571429,5.87755102,6.297376093,4.798000833,B+
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,11.67,5.857142857,10.04081633,10.75801749,8.196584756,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,8.5,10.14285714,17.3877551,18.62973761,14.1940858,A-
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,11.5,13.57142857,23.26530612,24.9271137,18.99208663,B
MALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,13,5.714285714,9.795918367,10.49562682,7.996668055,A
MALE,22,MALAYSIA,BIASISWA,PENGATURCARAAN PYTHON,20,6.857142857,11.75510204,12.59475219,9.596001666,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,8.5,6.714285714,11.51020408,12.33236152,9.396084965,B+
MALE,22,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,13.5,9.571428571,16.40816327,17.58017493,13.39441899,A
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,8,5.571428571,9.551020408,10.23323615,7.796751354,B
FEMALE,23,MALAYSIA,TIADA PENAJA,PENGATURCARAAN PYTHON,20,10.71428571,18.36734694,19.67930029,14.9937526,A
FEMALE,22,MALAYSIA,PINJAMAN,PENGATURCARAAN PYTHON,9.5,10.42857143,17.87755102,19.15451895,14.5939192,A-
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,13,1,1.714285714,1.836734694,1.39941691,B
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,11,0.714285714,1.224489796,1.311953353,0.999583507,B
FEMALE,25,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,10,1.285714286,2.204081633,2.361516035,1.799250312,B
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,14,1.285714286,2.204081633,2.361516035,1.799250312,B+
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,11.5,1,1.714285714,1.836734694,1.39941691,B
MALE,25,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,13,1,1.714285714,1.836734694,1.39941691,C+
FEMALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,14,1,1.714285714,1.836734694,1.39941691,A-
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,13,0.857142857,1.469387755,1.574344023,1.199500208,B
FEMALE,26,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,11,1,1.714285714,1.836734694,1.39941691,B+
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,14,0,0,0,0,A-
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,10.5,2.714285714,4.653061224,4.985422741,3.798417326,B-
MALE,24,CHINA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,14,2.857142857,4.897959184,5.247813411,3.998334027,A-
FEMALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,14,0.285714286,0.489795918,0.524781341,0.399833403,B
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,15,1.428571429,2.448979592,2.623906706,1.999167014,A
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,12,0.285714286,0.489795918,0.524781341,0.399833403,B
FEMALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,13.5,0.285714286,0.489795918,0.524781341,0.399833403,A
FEMALE,25,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,14,0.428571429,0.734693878,0.787172012,0.599750104,B+
MALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,13,0.142857143,0.244897959,0.262390671,0.199916701,A-
MALE,24,MALAYSIA,PINJAMAN,PENGATURCARAAN SELARI DAN TERAGIH,14.5,0,0,0,0,A
MALE,32,NIGERIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,15,3.285714286,5.632653061,6.034985423,4.598084132,A
FEMALE,24,MALAYSIA,TIADA PENAJA,PENGATURCARAAN SELARI DAN TERAGIH,13,0.428571429,0.734693878,0.787172012,0.599750104,A-
