GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,FreqW3,FreqW4,GRADE
FEMALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,10.85714286,18.6122449,19.94169096,15.1936693,C+
MALE,22,MOROCCO,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,14,24,25.71428571,19.59183673,A
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,17,29.14285714,31.2244898,23.79008746,B
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,10.85714286,18.6122449,19.94169096,15.1936693,B
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10,11.85714286,20.32653061,21.77842566,16.59308621,B+
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.25,9.714285714,16.65306122,17.8425656,13.59433569,B
FEMALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,38.14285714,65.3877551,70.05830904,53.37775927,B
FEMALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,12,20.57142857,22.04081633,16.79300292,B-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,9.857142857,16.89795918,18.10495627,13.79425239,B-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,9.714285714,16.65306122,17.8425656,13.59433569,B+
MALE,24,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,16.71428571,28.65306122,30.69970845,23.39025406,B-
MALE,21,BANGLADESH,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,7.571428571,12.97959184,13.90670554,10.59558517,B+
FEMALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,9.857142857,16.89795918,18.10495627,13.79425239,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.25,12.57142857,21.55102041,23.09037901,17.59266972,B+
MALE,21,LIBYAN ARAB JAMAHIRIYA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,4.142857143,7.102040816,7.609329446,5.79758434,A
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7,10.14285714,17.3877551,18.62973761,14.1940858,C
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10,14.85714286,25.46938776,27.28862974,20.79133694,C+
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7,13,22.28571429,23.87755102,18.19241983,B
MALE,24,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16.25,10.28571429,17.63265306,18.89212828,14.3940025,A
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,12.42857143,21.30612245,22.82798834,17.39275302,B
MALE,24,PAKISTAN,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.25,13.57142857,23.26530612,24.9271137,18.99208663,B+
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6,7.857142857,13.46938776,14.43148688,10.99541858,F
MALE,25,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,15.85714286,27.18367347,29.12536443,22.19075385,B
FEMALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.75,13,22.28571429,23.87755102,18.19241983,A
FEMALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,6,10.28571429,11.02040816,8.396501458,B-
FEMALE,21,BANGLADESH,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,20.71428571,35.51020408,38.04664723,28.9879217,B-
MALE,28,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.25,21.85714286,37.46938776,40.14577259,30.58725531,A
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,4.5,10.57142857,18.12244898,19.41690962,14.7938359,B
FEMALE,21,YEMEN,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.75,23.42857143,40.16326531,43.03206997,32.78633903,C+
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,7,12,12.85714286,9.795918367,A-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.5,12.85714286,22.04081633,23.61516035,17.99250312,C-
FEMALE,22,BANGLADESH,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,25.42857143,43.59183673,46.70553936,35.58517284,B-
MALE,23,YEMEN,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8,8.857142857,15.18367347,16.26822157,12.39483549,C+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,17.57142857,30.12244898,32.27405248,24.58975427,B-
FEMALE,24,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,9.571428571,16.40816327,17.58017493,13.39441899,C+
MALE,24,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16.5,7.857142857,13.46938776,14.43148688,10.99541858,A-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.25,11.71428571,20.08163265,21.51603499,16.39316951,B
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.75,10.85714286,18.6122449,19.94169096,15.1936693,A-
MALE,22,BANGLADESH,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,7.428571429,12.73469388,13.64431487,10.39566847,B+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.25,11.71428571,20.08163265,21.51603499,16.39316951,B+
MALE,20,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.5,8.857142857,15.18367347,16.26822157,12.39483549,C+
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,15.28571429,26.20408163,28.07580175,21.39108705,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,8.714285714,14.93877551,16.0058309,12.19491878,B
MALE,23,BANGLADESH,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.5,12.85714286,22.04081633,23.61516035,17.99250312,C
FEMALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,21.71428571,37.2244898,39.88338192,30.38733861,D+
MALE,22,BANGLADESH,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,12.85714286,22.04081633,23.61516035,17.99250312,B-
MALE,22,YEMEN,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,11.57142857,19.83673469,21.25364431,16.19325281,C+
MALE,45,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.5,10.71428571,18.36734694,19.67930029,14.9937526,C+
MALE,25,"TANZANIA, UNITED REPUBLIC OF",TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,10.71428571,18.36734694,19.67930029,14.9937526,B+
FEMALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,7.428571429,12.73469388,13.64431487,10.39566847,B+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.5,11.71428571,20.08163265,21.51603499,16.39316951,C+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.5,7.428571429,12.73469388,13.64431487,10.39566847,C+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,13,22.28571429,23.87755102,18.19241983,B-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18.25,14.71428571,25.2244898,27.02623907,20.59142024,B
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.75,17,29.14285714,31.2244898,23.79008746,A-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,8.571428571,14.69387755,15.74344023,11.99500208,A
FEMALE,23,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,4,6.857142857,7.346938776,5.597667638,B
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,13.42857143,23.02040816,24.66472303,18.79216993,B+
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.75,14.28571429,24.48979592,26.23906706,19.99167014,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,5.857142857,10.04081633,10.75801749,8.196584756,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,20,17,29.14285714,31.2244898,23.79008746,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,3.571428571,6.12244898,6.559766764,4.997917534,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18.5,24,41.14285714,44.08163265,33.58600583,A
MALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,14.57142857,24.97959184,26.7638484,20.39150354,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18.5,6.571428571,11.26530612,12.06997085,9.196168263,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,11.28571429,19.34693878,20.72886297,15.79341941,B+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16.75,15.28571429,26.20408163,28.07580175,21.39108705,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,9,15.42857143,16.53061224,12.59475219,A-
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,25,42.85714286,45.91836735,34.98542274,A-
FEMALE,23,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9,9.714285714,16.65306122,17.8425656,13.59433569,B+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.25,15.42857143,26.44897959,28.33819242,21.59100375,B+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.25,14.42857143,24.73469388,26.50145773,20.19158684,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10,18.42857143,31.59183673,33.8483965,25.78925448,B+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,13.28571429,22.7755102,24.40233236,18.59225323,A
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.25,21.28571429,36.48979592,39.09620991,29.7875885,C+
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8,6.571428571,11.26530612,12.06997085,9.196168263,C
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.25,15.85714286,27.18367347,29.12536443,22.19075385,C
FEMALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,9.857142857,16.89795918,18.10495627,13.79425239,C+
MALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.75,5.428571429,9.306122449,9.970845481,7.596834652,A-
FEMALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.5,12.57142857,21.55102041,23.09037901,17.59266972,B
FEMALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18.5,8.714285714,14.93877551,16.0058309,12.19491878,A-
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,5.5,18.85714286,32.32653061,34.63556851,26.38900458,D+
MALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,12,20.57142857,22.04081633,16.79300292,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.5,14.85714286,25.46938776,27.28862974,20.79133694,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,19.85714286,34.04081633,36.47230321,27.78842149,A-
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,4.285714286,7.346938776,7.871720117,5.997501041,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18.75,11.14285714,19.10204082,20.4664723,15.59350271,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.75,14.85714286,25.46938776,27.28862974,20.79133694,B-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.75,23.57142857,40.40816327,43.29446064,32.98625573,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.5,31.71428571,54.36734694,58.25072886,44.38150771,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.25,4.857142857,8.326530612,8.921282799,6.797167847,A
FEMALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,12.85714286,22.04081633,23.61516035,17.99250312,D
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9,8.571428571,14.69387755,15.74344023,11.99500208,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,30,51.42857143,55.10204082,41.98250729,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,22.28571429,38.20408163,40.93294461,31.18700541,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,3.142857143,5.387755102,5.772594752,4.39816743,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,10.85714286,18.6122449,19.94169096,15.1936693,A-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18.5,9.571428571,16.40816327,17.58017493,13.39441899,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.75,5.142857143,8.816326531,9.44606414,7.197001249,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,12.42857143,21.30612245,22.82798834,17.39275302,B+
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,13.14285714,22.53061224,24.13994169,18.39233653,C
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,28.85714286,49.46938776,53.00291545,40.38317368,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,6.857142857,11.75510204,12.59475219,9.596001666,B-
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,17.42857143,29.87755102,32.01166181,24.38983757,B
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,6.857142857,11.75510204,12.59475219,9.596001666,A-
MALE,20,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6,9.714285714,16.65306122,17.8425656,13.59433569,C
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,2,9.428571429,16.16326531,17.31778426,13.19450229,D+
MALE,25,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8,11.85714286,20.32653061,21.77842566,16.59308621,C+
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8,11.42857143,19.59183673,20.99125364,15.99333611,D
MALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,9,15.42857143,16.53061224,12.59475219,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8,10.85714286,18.6122449,19.94169096,15.1936693,C+
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.5,6.857142857,11.75510204,12.59475219,9.596001666,B+
FEMALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,25.14285714,43.10204082,46.18075802,35.18533944,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18.5,6.285714286,10.7755102,11.5451895,8.79633486,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.5,6.714285714,11.51020408,12.33236152,9.396084965,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,2.142857143,3.673469388,3.935860058,2.998750521,A-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.5,12.57142857,21.55102041,23.09037901,17.59266972,C
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,18.14285714,31.10204082,33.32361516,25.38942107,A
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.5,12,20.57142857,22.04081633,16.79300292,B-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,12.71428571,21.79591837,23.35276968,17.79258642,A-
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,5.428571429,9.306122449,9.970845481,7.596834652,A-
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,17.14285714,29.3877551,31.48688047,23.99000416,B
MALE,22,SOMALIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.5,7.857142857,13.46938776,14.43148688,10.99541858,F
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,8,13.71428571,14.69387755,11.19533528,C-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,11.14285714,19.10204082,20.4664723,15.59350271,B
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.25,9.285714286,15.91836735,17.05539359,12.99458559,B-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,7.142857143,12.24489796,13.11953353,9.995835069,C+
FEMALE,24,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,14.71428571,25.2244898,27.02623907,20.59142024,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,8.714285714,14.93877551,16.0058309,12.19491878,B+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9,16,27.42857143,29.3877551,22.39067055,B-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,7.5,8.571428571,14.69387755,15.74344023,11.99500208,B
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12.75,14.28571429,24.48979592,26.23906706,19.99167014,B
FEMALE,20,YEMEN,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,20.14285714,34.53061224,36.99708455,28.18825489,B-
MALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,19,18,30.85714286,33.06122449,25.18950437,A
FEMALE,22,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,11.42857143,19.59183673,20.99125364,15.99333611,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17,17.71428571,30.36734694,32.53644315,24.78967097,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,11.85714286,20.32653061,21.77842566,16.59308621,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,8.5,7.857142857,13.46938776,14.43148688,10.99541858,B-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.25,5.857142857,10.04081633,10.75801749,8.196584756,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13,6.714285714,11.51020408,12.33236152,9.396084965,A-
MALE,25,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.25,8.428571429,14.44897959,15.48104956,11.79508538,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,2.714285714,4.653061224,4.985422741,3.798417326,A
FEMALE,22,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,17.14285714,29.3877551,31.48688047,23.99000416,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.5,7.571428571,12.97959184,13.90670554,10.59558517,A
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,12,3,5.142857143,5.510204082,4.198250729,B+
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,17.25,7.714285714,13.2244898,14.16909621,10.79550187,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,5.571428571,9.551020408,10.23323615,7.796751354,A-
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15,21.71428571,37.2244898,39.88338192,30.38733861,B
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.25,15.42857143,26.44897959,28.33819242,21.59100375,A-
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,2.571428571,4.408163265,4.72303207,3.598500625,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,13,22.28571429,23.87755102,18.19241983,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.75,7.714285714,13.2244898,14.16909621,10.79550187,A
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,23.14285714,39.67346939,42.50728863,32.38650562,B+
FEMALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,10.57142857,18.12244898,19.41690962,14.7938359,A-
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,18,11.42857143,19.59183673,20.99125364,15.99333611,B+
MALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,13.5,5,8.571428571,9.183673469,6.997084548,B+
FEMALE,22,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.5,11.71428571,20.08163265,21.51603499,16.39316951,B
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,10.25,10.28571429,17.63265306,18.89212828,14.3940025,B-
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,5,8,13.71428571,14.69387755,11.19533528,C
MALE,21,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14,9.714285714,16.65306122,17.8425656,13.59433569,B-
MALE,23,CHINA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,6.75,8,13.71428571,14.69387755,11.19533528,C+
FEMALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11,12.14285714,20.81632653,22.303207,16.99291962,C
MALE,22,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,9.25,14.71428571,25.2244898,27.02623907,20.59142024,B-
MALE,21,MALAYSIA,PINJAMAN,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,15.25,25.71428571,44.08163265,47.2303207,35.98500625,A
FEMALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,17.71428571,30.36734694,32.53644315,24.78967097,B
MALE,21,MALAYSIA,TIADA PENAJA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,14.5,3,5.142857143,5.510204082,4.198250729,A
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,11.25,16.71428571,28.65306122,30.69970845,23.39025406,A-
FEMALE,21,MALAYSIA,BIASISWA,ORGANISASI KOMPUTER DAN BAHASA HIMPUNAN,16,10.28571429,17.63265306,18.89212828,14.3940025,A
